id	title	poster_path	background_path	format	language	details	description	cast
3idiots	3 Idiots	Image/catalog/3idiots.jpg	Image/3.jpg	2D	Hindi	2h 50m | Comedy | Drama | U	3 Idiots is a 2009 Indian Hindi-language coming-of-age comedy-drama film written, edited and directed by Rajkumar Hirani, co-written by Abhijat Joshi and produced by Vidhu Vinod Chopra. The film stars Aamir Khan, R. Madhavan and Sharman Joshi in the title roles, while Kareena Kapoor, Boman Irani, Mona Singh and Omi Vaidya play supporting roles. Narrated through two parallel timelines, one in the present and the other set ten years earlier, the story follows the friendship of three students at an Indian engineering college and is a satire about the intrinsic paternalism under the Indian education system. Adapted loosely from Chetan Bhagat's novel Five Point Someone, It is produced by Chopra under the banner Vinod Chopra Films, 3 Idiots incorporated real Indian inventions created by Remya Jose, Mohammad Idris, Jahangir Painter and Sonam Wangchuk, the latter of whom also inspired Aamir Khan's character. Upon its release, 3 Idiots received widespread critical acclaim with praise directed towards its direction, themes, humour, story, screenplay, soundtrack and performances of the cast.  The film became a major box office success and one of the few Indian films at the time to become successful in East Asian markets such as China and Japan, eventually bringing its worldwide gross to ₹460 crore (US$90 million) — it was the highest-grossing Indian film ever at the time until 2013, when Dhoom 3 surpassed it. At the 57th National Film Awards, 3 Idiots won three awards, including Best Popular Film Providing Wholesome Entertainment. Additionally, it won a leading 6 awards at the 55th Filmfare Awards (tying with Dev.D), including Best Film, Best Director (Hirani) and Best Supporting Actor (Irani). Overseas, it won the Grand Prize at Japan's Videoyasan Awards, while it was nominated for Best Outstanding Foreign Language Film at the Japan Academy Awards and Best Foreign Film at China's Beijing International Film Festival. Considered to be among the greatest Indian films ever made, the film also had a social impact on attitudes toward education in India, as well as in other Asian countries such as China and South Korea and a huge cult following for its relevance and humour. It was remade in Tamil as Nanban (2012), which also received critical praise and commercial success. A Mexican remake, 3 Idiotas, was also released in 2017.	Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor
taarezameenpar	Taare Zameen Par	Image/catalog/taarezameenpar.png	Image/3.jpg	2D	Hindi	2h 42m | Family | Drama | U	Taare Zameen Par (lit. 'Stars on the Earth'), also known as Like Stars on Earth in English, is a 2007 Indian Hindi-language psychological drama film produced and directed by Aamir Khan (in his directorial debut). It stars Khan, with Darsheel Safary, Tanay Chheda, Vipin Sharma and Tisca Chopra. It explores the life and imagination of Ishaan (Safary), an artistically gifted 8-year-old boy whose poor academic performance leads his parents to send him to a boarding school, where a new art teacher Nikumbh (Aamir Khan) suspects that he is dyslexic and helps him to overcome his reading disorder. The film focuses on raising awareness about dyslexia in children. Creative director and writer Amole Gupte developed the idea with his wife Deepa Bhatia, who was the film's editor. Shankar–Ehsaan–Loy composed the score, and Prasoon Joshi wrote the lyrics for many of the songs. Principal photography took place in Mumbai, and in Panchgani's New Era High School, where some of the school's students participated in the filming. Taare Zameen Par made its theatrical debut in India on 21 December 2007. It was commercially successful, earning ₹98.48 crore gross worldwide. It released to critical acclaim, with praise for its story, screenplay, direction, dialogues, soundtrack, and performances. A recipient of several accolades, Taare Zameen Par was India's official entry at the 81st Academy Awards for Best Foreign Film, but was not nominated. At the 55th National Film Awards, it won 3 awards: Best Film on Family Welfare, Best Lyrics (Prasoon Joshi for "Maa") and Best Male Playback Singer (Shankar Mahadevan for "Maa"). At the 53rd Filmfare Awards, it received 11 nominations, including Best Actor (Safary), Best Supporting Actor (Aamir Khan) and Best Supporting Actress (Chopra), and won a leading 5 awards, including Best Film, Best Director (Aamir Khan) and Best Lyricist (Joshi for "Maa").	Darsheel Safary, Aamir Khan, Tisca Chopra
chhichhore	Chhichhore	Image/catalog/chhichhore.jpg	Image/3.jpg	2D	Hindi	2h 26m | Comedy | Drama | UA	Chhichhore (transl. Frivolous) is a 2019 Indian Hindi-language coming-of-age comedy-drama directed by Nitesh Tiwari in association with Piyush Gupta and Nikhil Mehrotra, and produced by Sajid Nadiadwala under Nadiadwala Grandson Entertainment, with Fox Star Studios acquiring the distribution rights. Based on Tiwari's experiences as a student of the Indian Institute of Technology, Bombay, the film stars Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Naveen Polishetty (in his Hindi Debut), Tahir Raj Bhasin, Tushar Pandey and Saharsh Kumar Shukla in the lead roles, with Shishir Sharma and Mohammad Samad in supporting roles. Set parallelly in the 1990s and 2019, Chhichhore tells the story of Aniruddh  Pathak, a middle-aged divorced man whose son, Raghav, tries to commit suicide after failing to clear the JEE entrance examination, and who, despite survival, is unwilling to live due to the fear of being branded as a "loser", which makes a desperate Anniruddh recount his own experience to Raghav of his own time at college, wherein he and his five friends too were called 'losers', and how they managed to remove that tag; as he continues along to narrate his story, the other five join their friend and complete the story. Principal photography commenced in September 2018. Chhichhore was released on 6 September 2019, receiving positive reviews from critics. Earning ₹215 crores (₹2150 million/$28 million) worldwide to emerge as a blockbuster, it went on to receive the National Film Award for Best Feature Film in Hindi at the 67th National Film Awards announced in 2021. It also received five nominations at the 65th Filmfare Awards – Best Film, Best Director for Tiwari, Best Story, Best Dialogue and Best Editing. It marks Rajput's penultimate film appearance before his death on 14 June 2020.	Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma
queen	Queen	Image/catalog/queen.jpg	Image/3.jpg	2D	Hindi	2h 26m | Comedy | Drama | UA	Queen is a 2014 Indian Hindi-language comedy-drama film directed by Vikas Bahl and produced by Anurag Kashyap, Vikramaditya Motwane, and Madhu Mantena. The film stars Kangana Ranaut in the lead role, with Lisa Haydon and Rajkummar Rao playing supporting roles. The film follows the story of Rani Mehra, a diffident Punjabi girl from New Delhi who embarks on her honeymoon to Paris and Amsterdam by herself after her fiancé calls off their wedding. Bahl co-wrote the script of Queen with Chaitally Parmar and Parveez Shaikh. Anvita Dutt Guptan wrote the dialogues for the film. Ranaut, who was encouraged by Bahl to improvise her lines during filming, is recognized as an additional dialogue writer. Amit Trivedi provided the musical score and Guptan also wrote the lyrics. Principal photography of Queen began in 2012 and took 45 days to complete.  Queen received universal critical acclaim, praised for its direction, screenplay and Ranaut's titular performance, with various critics and publications citing it as the best Indian film of 2014. Made on a budget of ₹230 million (US$2.4 million), the film earned over ₹950 million (US$9.9 million) at the global box-office, emerging as a commercial success. It is one of the highest-grossing Indian films featuring a female protagonist. The film won several accolades at prominent Indian and international award ceremonies. At the 60th Filmfare Awards ceremony, the film received a leading 13 nominations and won a leading 6 awards, including Best Film, Best Director (Bahl), and Best Actress (Ranaut). At the 62nd National Film Awards ceremony, the film won the Best Hindi Film (Bahl) and Best Actress (Ranaut). Queen is cited as a groundbreaking and an influential feminist film by many scholars. Over the years, the film has built a strong cult following. It was named one of the best films of the decade (2010s) by multiple publications such as Paste and Film Companion. Several publications such as O, The Oprah Magazine and Cosmopolitan have named it one of the best films of Indian cinema. Shubhra Gupta from The Indian Express named Queen as one of India's 75 most iconic and finest films that celebrate the journey of the country. The British Film Institute ranked Queen amongst the 10 greatest Bollywood films of the 21st century.	Kangana Ranaut, Rajkummar Rao, Lisa Haydon
barfi	Barfi	Image/catalog/barfi.jpg	Image/3.jpg	2D	Hindi	2h 31m | Romance | Comedy | U	Barfi! is a 2012 Indian Hindi-language romantic comedy film written and directed by Anurag Basu, and produced by Ronnie Screwvala and Siddharth Roy Kapur under UTV Motion Pictures. The first UTV project to be released under the Disney·UTV brand, the film stars Ranbir Kapoor, Priyanka Chopra and Ileana D'Cruz (in her Hindi film debut) with Saurabh Shukla, Ashish Vidyarthi, Jisshu Sengupta, Roopa Ganguly and Haradhan Bandopadhyay in supporting roles. Set in Darjeeling, Kolkata and Jalandhar of the 1970s, the film focuses on Barfi (Kapoor), a deaf-mute young man based in Darjeeling, and his relationships with two girls, the beautiful Shruti (D'Cruz) and the autistic Jhilmil (Chopra). Made on a budget of ₹35 crore, Barfi! was released on 14 September 2012. The film received widespread critical acclaim for the cast performances, direction, screenplay, cinematography, music and the portrayal of physically disabled people. It was a major commercial success, becoming one of the highest-grossing films of 2012 in India and overseas, grossing ₹175 crore worldwide. Since its release, Barfi! is remembered for its refreshing story, soundtrack, performances of the cast, and feel-good factor. The film was selected as India's official entry for the Best Foreign Language Film nomination for the 85th Academy Awards. Barfi! won several awards and nominations at various award ceremonies across India. At the 58th Filmfare Awards, Barfi! received 12 nominations including Best Director (Basu), Best Actress (Chopra) and Best Supporting Actress (D'Cruz), and won 7 awards including Best Film, Best Actor (Kapoor), Best Female Debut (D'Cruz) and Best Music Director (Pritam).	Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz
zindaginamilegidobara	Zindagi Na Milegi Dobara	Image/catalog/zindaginamilegidobara.jpg	Image/3.jpg	2D	Hindi	2h 35m | Comedy | Drama | UA	Zindagi Na Milegi Dobara (transl. You Won't Get Your Life Twice), popularly known by its initialism ZNMD, is a 2011 Indian Hindi-language road comedy drama film directed by Zoya Akhtar and produced by Farhan Akhtar and Ritesh Sidhwani under Excel Entertainment. The film stars an ensemble cast consisting of Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, and Kalki Koechlin. The film follows three friends from school, Arjun, Kabir, and Imran, who go on a three-week road trip in Spain for Kabir's bachelor party. It was filmed across Spain, India and the United Kingdom on a budget of ₹45 crore (equivalent to ₹93 crore or US$9.7 million in 2023). The music and background score were composed by Shankar–Ehsaan–Loy with lyrics written by Javed Akhtar. Zindagi Na Milegi Dobara was initially planned to release on 27 May 2011, but technical problems with post-production work led to the release being postponed to 24 June, and again to 15 July of that year. The film had a worldwide release on 1,800 screens and was a commercial success grossing ₹1.53 billion (US$16 million), becoming the 5th highest-grossing Hindi film of 2011, and received critical acclaim for its direction, story, screenplay, music, dark humor, cinematography and performances of the ensemble cast. The film is widely regarded as one of Farhan Akhtar's finest acting performances, with particularly praise for his dialogue delivery and comic timing. At the 57th Filmfare Awards, Zindagi Na Milegi Dobara received a leading 13 nominations, and won a leading seven awards, including Best Film, Best Film (Critics), Best Director and Best Supporting Actor (Farhan Akhtar). Additionally, at the 59th National Film Awards, it won two awards – Best Choreography (Bosco-Caesar for "Señorita") and Best Audiography (Baylon Fonseca).	Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif
gullyboy	Gully Boy	Image/catalog/gullyboy.jpg	Image/3.jpg	2D	Hindi	2h 34m | Musical | Drama | UA	Gully Boy is a 2019 Indian Hindi-language musical drama film directed by Zoya Akhtar, and written by Akhtar and Reema Kagti. The film was produced by Ritesh Sidhwani, Akhtar and Farhan Akhtar under the banners of Tiger Baby Films and Excel Entertainment productions, with American rapper Nas as an executive producer. It stars Ranveer Singh in the title role alongside Alia Bhatt, Kalki Koechlin, Siddhant Chaturvedi, Vijay Varma, Amruta Subhash and Vijay Raaz in supporting roles. Inspired by the lives of Indian street rappers DIVINE and Naezy, the film is a coming-of-age story about aspiring street rapper Murad Ahmed (Singh), from the Dharavi slums of Mumbai. Principal photography for Gully Boy began in January 2018 and wrapped up in April 2018. It premiered at the Berlin International Film Festival on 9 February 2019 and released on 15 February 2019 to positive reviews for the music, cinematography, Akhtar's direction, storyline, screenplay, dialogues, performances (particularly Singh, Bhatt, Chaturvedi and Varma) and the social message. With a global gross of over ₹2.38 billion (US$33.8 million), it emerged as the ninth-highest-grossing Hindi film of the year. Gully Boy won a record 13 Filmfare Awards, the most awards for a single film in a year, including Best Film, Best Director, Best Actor (Singh) and Best Actress (Bhatt). It also became the sixth film to win all 4 major awards at the Filmfare Awards (Best Film, Best Director, Best Actor and Best Actress), after Guide (1965), Dilwale Dulhania Le Jayenge (1995), Kuch Kuch Hota Hai (1998), Devdas (2002) and Black (2005). Internationally, it won the NETPAC Award for Best Asian Film at the Bucheon International Fantastic Film Festival in South Korea. It was also selected as the Indian entry for the Best International Feature Film at the 92nd Academy Awards, but it was not nominated.	Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi
war	War	Image/catalog/war.jpg	Image/3.jpg	2D	Hindi	2h 34m | Action | Thriller | UA	War is a 2019 Indian Hindi-language action thriller film directed by Siddharth Anand and produced by Aditya Chopra under Yash Raj Films.  The third installment in the YRF Spy Universe, it stars Hrithik Roshan and Tiger Shroff in the lead roles, with Vaani Kapoor and Ashutosh Rana. In the film, an Indian RAW agent is assigned to eliminate his former mentor who has gone rogue. Principal photography commenced in September 2018. Tentatively titled Fighters, the title of War was announced on 15 July 2019. The film was made on an estimated budget of ₹150 crore (US$16 million) with a further ₹20 crore (US$2.1 million) spent on print and advertising. Vishal–Shekhar composed the soundtrack, with the background score composed by Sanchit Balhara and Ankit Balhara, replacing Anand's frequent collaborators Salim–Sulaiman. War was theatrically released on 2 October 2019, with dubbed versions of Telugu and Tamil, coinciding with Gandhi Jayanti. It received generally positive reviews from critics, with praise towards its action sequences, visuals, direction, cinematography, story, soundtrack, and cast performances, but criticism towards its screenplay. It emerged as a commercial success grossing ₹4.75 billion (US$67.45 million), becoming the highest-grossing Indian film of 2019. A sequel titled War 2 was released in 2025.	Hrithik Roshan, Tiger Shroff, Vaani Kapoor
brahmastra	Brahmastra	Image/catalog/brahmastra.jpg	Image/3.jpg	2D	Hindi	2h 47m | Fantasy | Adventure | UA	Brahmāstra: Part One – Shiva is a 2022 Indian Hindi-language fantasy action adventure film written and directed by Ayan Mukerji. The film is the first instalment of a planned trilogy, which is itself planned to be part of a cinematic universe titled Āstraverse, and stars an ensemble cast including Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Mouni Roy and Nagarjuna with Shah Rukh Khan in a special appearance. Drawing inspiration from tales in Hindu mythology, the story follows Shiva, an orphaned musician with pyrokinetic powers who discovers that he is an astra, a weapon of enormous energy. He attempts to prevent the strongest of the astras, the Brahmāstra, from falling into the hands of dark forces that share a history with him.	Ranbir Kapoor, Alia Bhatt, Amitabh Bachchan
shershaah	Shershaah	Image/catalog/shershaah.jpg	Image/3.jpg	2D	Hindi	2h 15m | Biography | War | UA	Shershaah (transl. Lion-king) is a 2021 Indian Hindi-language biographical war drama film based on the life of Vikram Batra, martyred in action in the Kargil War, directed by Vishnuvardhan in his Hindi film debut and written by Sandeep Shrivastava. The film was produced by Dharma Productions and Kaash Entertainment, with Hiroo Yash Johar, Karan Johar, Apoorva Mehta, Shabbir Boxwala, Ajay Shah and Himanshu Gandhi serving as producers. Sidharth Malhotra stars in a dual role as Vikram Batra and his twin brother Vishal, with Kiara Advani as his girlfriend Dimple Cheema. Announced in May 2019, principal photography began in the same month and concluded in January 2020. Initially slated to be released on 3 July 2020, the film was postponed due to the COVID-19 pandemic. The film then premiered on 12 August 2021 on Amazon Prime Video. Shershaah received positive reviews from critics and audiences. The performances (especially Malhotra's and Advani's), direction, music, cinematography, action sequences, editing, and visual effects received high critical acclaim. However, the writing received some criticism. On 31 August 2021, Amazon stated that Shershaah had become the most watched Indian film on the platform in India. Shershaah led the 67th Filmfare Awards with 19 nominations, including Best Actor (Malhotra) and Best Actress (Advani), and won 7 awards including Best Film, Best Director (Vishnuvardhan), Best Music Director (Tanishk Bagchi, B Praak, Jasleen Royal, Javed-Mohsin and Vikram Montrose), Best Male Playback Singer (Praak for "Mann Bharrya") and Best Female Playback Singer (Asees Kaur for "Raatan Lambiyaan"). At the 69th National Film Awards, the film won the Special Jury Award (Feature Film) (Vishnuvardhan and Johar).	Sidharth Malhotra, Kiara Advani
uri	Uri: The Surgical Strike	Image/catalog/uri.jpg	Image/3.jpg	2D	Hindi	2h 18m | Action | War | UA	Uri: The Surgical Strike is a 2019 Indian Hindi-language war action film written and directed by debutant Aditya Dhar and produced by Ronnie Screwvala under the RSVP Movies banner. An account based on the real story of the retaliation to the 2016 Uri attack, the film stars Vicky Kaushal along with Yami Gautam, Paresh Rawal, Kirti Kulhari, and Mohit Raina in pivotal roles, and tells the story of Major Vihaan Shergill (Kaushal) of the Para (Special Forces), who played a leading role in the events. Screwvala announced the film in September 2017, a year after the 2016 Indian Line of Control strike. Principal photography began in June 2018 in Serbia where it was largely shot before being wrapped in September in Mumbai. Uri was released on 11 January 2019. It received acclaim from the critics; it was praised for direction, cinematography, superbly executed single shot combat scenes and the performance of Kaushal. Made on a budget of ₹44 crore, Uri: The Surgical Strike grossed ₹342.73 crore (US$48.67 million) worldwide, emerging as the fourth highest-grossing Hindi film of 2019. The film received various accolades including four National Film Awards, including Best Director, Best Actor, Best Audiography and Best Music Director. It received 13 nominations at the 65th Filmfare Awards, winning Best Editing and Best Debut Director for Dhar.	Vicky Kaushal, Yami Gautam, Paresh Rawal
andhadhun	Andhadhun	Image/catalog/andhadhun.jpg	Image/3.jpg	2D	Hindi	2h 18m | Crime | Thriller | UA	Andhadhun (pronounced [əndʱaːdʱʊn] transl. Indiscriminate, blind, reckless, or without thinking) is a 2018 Indian Hindi-language black comedy crime thriller film co-written and directed by Sriram Raghavan. It stars Tabu, Ayushmann Khurrana, Radhika Apte and Anil Dhawan. The film tells the story of a blind piano player who unwittingly becomes embroiled in the murder of a retired actor. The script of Andhadhun was written by Raghavan, Arijit Biswas, Pooja Ladha Surti, Yogesh Chandekar and Hemanth M. Rao. The film was edited by Surti, and K. U. Mohanan was its director of photography. Amit Trivedi composed songs for the film and Jaideep Sahni wrote the lyrics; Raftaar and Girish Nakod co-wrote the title song as guest composers, while Daniel B. George composed the background score. The film was shot in Pune in 44 days spread over more than a year; principal photography began in June 2017 and ended on 17 July 2018. Andhadhun was released by Viacom18 Motion Pictures theatrically in India on 5 October 2018 to widespread critical acclaim. It won four awards, including Best Director and Best Screenplay, at the Screen Awards ceremony and five Filmfare Awards, including Best Film (Critics) and Best Actor (Critics) for Khurrana. It also won three National Film Awards: Best Feature Film in Hindi, Best Actor for Khurrana, and Best Screenplay. Grossing over ₹457 crore (US$64.9 million) at the worldwide box office, it became the fourth highest-grossing Indian film of 2018, and was remade in Telugu as Maestro (2021), in Malayalam as Bhramam (2021) and in Tamil as Andhagan (2024).	Ayushmann Khurrana, Tabu, Radhika Apte
kantara	Kantara	Image/catalog/kantara.jpeg	Image/3.jpg	2D	Hindi	2h 30m | Action | Drama | UA	Kantara is a 2022 Indian Kannada-language action thriller film written and directed by Rishab Shetty, and produced by Vijay Kiragandur and Chaluve Gowda under Hombale Films. The film stars Rishab Shetty in a dual roles as Kaadubettu Shiva and Annappa, along with Sapthami Gowda, Kishore, and Achyuth Kumar.	Rishab Shetty, Sapthami Gowda, Kishore
bahubali1	Baahubali: The Beginning	Image/catalog/bahubali1.jpg	Image/3.jpg	2D	Hindi	2h 39m | Action | Epic | UA	Baahubali: The Beginning is a 2015 Indian epic action film co-written and directed by S. S. Rajamouli, and produced by Shobu Yarlagadda and Prasad Devineni under Arka Media Works.  Produced in the Telugu film industry, the film was shot in both Telugu and Tamil languages. It features Prabhas in a dual role alongside Rana Daggubati, Anushka, Tamannaah Bhatia, Ramya Krishnan, Sathyaraj, and Nassar. The first of a duology of films, it follows Sivudu, an adventurous young man who helps his love Avantika rescue Devasena, the princess of Kunthala who is now a prisoner under the tyrannical rule of king Bhallaladeva. The film is the first part of the duology. The story concludes in Baahubali 2: The Conclusion (2017). The film's story was written by Rajamouli's father V. Vijayendra Prasad, who told him a story about Sivagami, a woman who carries a baby in her hand while crossing a river, and a few years later about Kattappa, which intrigued Rajamouli. His fascination with Mahabharata and the tales of Amar Chitra Katha and Chandamama further fueled his interest in the story. It took the writers three months to complete the final draft. The soundtrack and background score were composed by M. M. Keeravani, while cinematography, production design, and visual effects (VFX) were handled by K. K. Senthil Kumar, Sabu Cyril, and V. Srinivas Mohan. The film was made on a budget of ₹170 crore ($26.4 million), making it the most expensive Indian film at its time of release. The film opened worldwide on 10 July 2015 along with the dubbed versions in Hindi and Malayalam. It received national and international acclaim for Rajamouli's direction, story, visual effects, cinematography, themes, action sequences, music, and performances, and became a record-breaking box office success. With a worldwide box office gross of ₹600–650 crore, it became the highest-grossing Telugu film and the second highest-grossing Indian film worldwide at the time of its release. It is currently the sixth highest-grossing Telugu film of all time. At the time of its release, it also became the highest-grossing Tamil film at the time of its release. Its Hindi dubbed version also broke several records by becoming the highest-grossing dubbed film in Hindi of all time. Both budget and box office records have since been surpassed by Baahubali 2: The Conclusion, the highest-grossing film in India of all time. Baahubali: The Beginning along with its successor, is widely regarded as one of the most influential films of Indian cinema. It became the first Indian film to be nominated for Saturn Awards, receiving five nominations at the 42nd ceremony, including Best Fantasy Film and Best Supporting Actress. It received several accolades such as the National Film Award for Best Feature Film, and the National Award for Best Special Effects. It won five awards from ten nominations, including Best Telugu Film, Best Director – Telugu for Rajamouli, and Best Supporting Actress – Telugu for Ramya Krishna respectively, at the 63rd Filmfare Awards South. A combined recut version of The Beginning and The Conclusion, titled Baahubali: The Epic, was theatrically released worldwide on 31 October 2025.	Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah
bahubali2	Baahubali 2: The Conclusion	Image/catalog/bahubali2.jpg	Image/3.jpg	2D	Hindi	2h 47m | Action | Epic | UA	Baahubali 2: The Conclusion is a 2017 Indian Telugu-language epic action drama film directed by S. S. Rajamouli, who co-wrote the script with V. Vijayendra Prasad. It was produced by Shobu Yarlagadda and Prasad Devineni under the banner Arka Media Works. The cast includes Prabhas in a dual and titular role, alongside Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Ramya Krishna, Sathyaraj, Nassar and Subbaraju. It is both the sequel and the prequel to Baahubali: The Beginning, as well as the final installment in the Baahubali film duology. The film is set in fictional medieval India and centers on the rivalry between siblings Amarendra Baahubali and Bhallaladeva. Bhallaladeva conspires against Amarendra, leading to his death at the hands of Kattappa. Years later, Amarendra's son (Mahendra or Sivudu) seeks to avenge his father's demise. The film was primarily shot in Telugu, with a limited number of close-up scenes also filmed in Tamil for select actors. The film was produced on an estimated budget of ₹250 crore, making it the most expensive Indian film at the time of its release. Production began on 17 December 2015 at Ramoji Film City in Hyderabad. The cinematography was handled by K. K. Senthil Kumar, with editing by Kotagiri Venkateswara Rao, and Tammiraju. The production design was created by Sabu Cyril, while the action sequences were choreographed by King Solomon, Lee Whittaker, and Kecha Khamphakdee. Visual effects were designed by Makuta VFX, with contributions from Adel Adili and Pete Draper. The music and background score were composed by M. M. Keeravani. The film was released on 28 April 2017 in Telugu, Tamil, Hindi, Kannada and Malayalam, and later dubbed in Japanese, Russian and Chinese. It was available in conventional 2D and IMAX formats and was the first Telugu film to release in 4K High Definition format. Baahubali 2 was one of the most anticipated films of 2017, primarily due to the massive cliffhanger ending of its predecessor. The film premiered on over 9,000 screens worldwide, with 6,500 screens in India, setting a record for the widest release of an Indian film. Upon its release, Baahubali 2 like its predecessor, received widespread acclaim for its direction, storytelling, cinematography, themes, visual effects, music, action sequences, and performances. The film grossed over ₹1810.60 crore worldwide, briefly becoming the highest grossing Indian film of all time, surpassing PK (2014). It collected approximately ₹792 crore worldwide within the first six days and became the first Indian film to gross over ₹1,000 crore. Within India, it set numerous records, becoming the highest-grossing film in Hindi, as well as in its original Telugu language. As of 2025, Baahubali 2 remains the highest-grossing film in India. It is currently the highest grossing Telugu film, the highest grossing South Indian film, and the third highest-grossing Indian film worldwide. The film sold over 10 crore tickets during its box office run, marking the highest estimated admissions for any film in India since Sholay (1975). It also ranks among the top 50 highest-grossing non-English films globally. Baahubali 2, along with its predecessor, is regarded as one of the most influential films in Indian cinema. It set new standards in large-scale filmmaking with its high budget, expansive action sequences, and franchise-building approach. The film won the Saturn Award for Best International Film and three National Film Awards, including Best Popular Film Providing Wholesome Entertainment, Best Special Effects, and Best Stunt Choreographer. It also fetched the state Gaddar Award for Best Feature Film. The Baahubali franchise also pioneered the pan-Indian film movement of dubbing the same film in multiple languages instead of remaking it. A combined recut version of The Beginning and The Conclusion, titled Baahubali: The Epic, was theatrically released worldwide on 31 October 2025.	Prabhas, Rana Daggubati, Anushka Shetty
vikram	Vikram	Image/catalog/vikram.jpg	Image/3.jpg	2D	Hindi	2h 54m | Action | Thriller | UA	Vikram () is a 2022 Indian Tamil-language action thriller film directed by Lokesh Kanagaraj. Produced by Raaj Kamal Films International and Turmeric Media, it is the second instalment in Lokesh Cinematic Universe. A spiritual successor to the 1986 film of the same name, the film stars Kamal Haasan in the titular role, alongside Vijay Sethupathi and Fahadh Faasil with Narain, Kalidas Jayaram, Gayathrie, Chemban Vinod Jose, Santhana Bharathi and Elango Kumaravel in supporting roles. It revolves around the former commander of a black-ops squad's pilot batch, and his efforts to take down the runner of a drug syndicate Vetti Vagaiyara. The film was officially announced in September 2020 under the tentative title Kamal Haasan 232, marking the actor's 232nd film as a lead actor; the official title was announced in November 2020. Principal photography commenced in July 2021. It was shot across Karaikudi, Chennai, Pondicherry, Coimbatore, and wrapped by late-February 2022. The film's soundtrack was composed by Anirudh Ravichander, with the cinematography and editing handled by Girish Gangadharan and Philomin Raj, respectively. Vikram was released worldwide on 3 June 2022 to positive reviews from critics. It set several box-office records, emerging as the fourth highest-grossing Indian film of 2022 and the fifth highest-grossing Tamil film of all time.	Kamal Haasan, Vijay Sethupathi, Fahadh Faasil
leo	Leo	Image/catalog/leo.jpg	Image/3.jpg	2D	Hindi	2h 44m | Action | Thriller | UA	Leo (also marketed as Leo: Bloody Sweet) is a 2023 Indian Tamil-language action thriller film directed by Lokesh Kanagaraj. Produced by Seven Screen Studio, it is the third instalment in the Lokesh Cinematic Universe. Partially inspired by the  David Cronenberg film A History of Violence, Leo stars Vijay in the titular role, alongside Sanjay Dutt, Arjun, Trisha, Gautham Vasudev Menon, Mysskin, Madonna Sebastian, George Maryan, Mansoor Ali Khan, Priya Anand and Mathew Thomas. In the film, Parthiban, an outwardly humble man, draws the attention of gangsters Antony and Harold Das who insist he is Antony's long-lost son, Leo Das. The film was officially announced in January 2023 under the tentative title Thalapathy 67, as it is Vijay's 67th film as a lead actor, and the official title was announced a few days later. Principal photography commenced the same month in Chennai along with a sporadic schedule in Kashmir, which was again followed by another schedule held at the former location, and wrapped by mid-July. The film has music composed by Anirudh Ravichander, cinematography handled by Manoj Paramahamsa and editing by Philomin Raj. Leo was released worldwide on 19 October 2023 in standard and IMAX formats to mixed reviews from critics, with praise for Vijay's performance, technical aspects and action sequences while the writing received criticism. It set several box office records for a Tamil film, emerging as the second highest-grossing Tamil film of 2023, the seventh highest-grossing Indian film of 2023, third highest-grossing Tamil film of all time, the highest-grossing Tamil film overseas and the highest-grossing film in Tamil Nadu.	Vijay, Trisha Krishnan, Sanjay Dutt
